level_0,level_1,level_2,linearity,planarity,scattering,omnivariance,sum_of_eigenvalues,anisotropy,eigenentropy,change_of_curvature,residual,processed,new_classification
77,33,5,0.3635012839011156,0.4891959786429812,0.1473027374559032,0.043247839344511,0.1698145161217619,0.8526972625440967,0.4536011137714807,0.0825779893621882,0.3037658274798093,True,Trees
72,69,1,0.6002142494671716,0.1592223935760827,0.2405633569567456,0.5778871248267309,2.068999456374774,0.7594366430432544,0.4142984501582302,0.1466537555075145,1.1221454955515042,True,Trees
94,66,1,0.3446565571249567,0.3165183015023251,0.3388251413727181,1.019729767560524,3.3581397996306492,0.6611748586272819,-0.6662410074014513,0.1699079727005776,1.2944422633658668,True,Trees
92,64,3,0.468032407953137,0.2000684758086815,0.3318991162381814,0.8778571009075378,2.916586897846006,0.6681008837618185,-0.2077177013055927,0.1780701993135356,1.249536472873357,True,Trees
89,26,6,0.5147393312381069,0.226802694413705,0.2584579743481881,0.4698533249287883,1.6367551112945562,0.7415420256518118,0.7612150837121974,0.1482222922656861,0.9723657476327802,True,Trees
113,19,14,0.2328601107080248,0.2746277833321813,0.4925121059597939,1.1769509797422504,3.6787711816566784,0.5074878940402061,-0.8939633785067479,0.2179592729299532,1.2766948028558245,True,Trees
4,9,4,0.2273006579291961,0.7454148494506855,0.0272844926201183,0.4121332725054476,2.6853288280573,0.9727155073798815,-0.6303474481138029,0.0151581875871698,1.22113140097002,True,Terrain
12,29,5,0.0163296137316554,0.9805178530708178,0.0031525331975267,0.1951802753430682,2.659246925054426,0.9968474668024732,-0.7292076625283433,0.0015867207724653,1.155013939885439,True,Terrain
80,33,4,0.3870817325090113,0.5007364954692606,0.112181772021728,0.5859032899817184,2.4671673066617763,0.887818227978272,-0.1026356715582781,0.0650291400221726,1.1908830400465371,True,Trees
43,43,4,0.0236460609663767,0.9651481505278298,0.0112057885057933,0.3006036476902373,2.6913150079542865,0.9887942114942064,-0.7160112554034984,0.005637963151762,1.163591840008062,True,Terrain
31,25,5,0.1910098761094555,0.5295049024369655,0.279485221453579,0.3880213868619881,1.3302021954533836,0.720514778546421,0.9362084956165136,0.1338226099133229,0.7970146322286636,True,Buildings
79,37,3,0.0194034351710081,0.9637600534135372,0.0168365114154546,0.3422744936673097,2.684927820950836,0.9831634885845456,-0.6759186443462593,0.0084290741030034,1.159225925837281,True,Terrain
37,66,3,0.601760241054741,0.0653268459219252,0.3329129130233337,1.3052165979496564,4.43124952408431,0.6670870869766663,-2.2890929782185507,0.1923070786383961,1.598495361261327,True,Trees
38,3,3,0.0024342668774556,0.988529176943148,0.0090365561793964,0.2806802887632088,2.7061906731251257,0.9909634438206036,-0.7487819779177544,0.0045034116763317,1.1611713575797051,True,Terrain
109,39,7,0.2446055854860013,0.6915873267791532,0.0638070877348453,0.6530068528364386,3.264256774327688,0.9361929122651546,-1.2131104063417792,0.0350742277070291,1.3387715771994175,True,Terrain
113,20,12,0.3629380344640909,0.5962781360398232,0.0407838294960859,0.2119873405368982,1.200896033667959,0.959216170503914,0.7006160147032267,0.0243072573277261,0.8380125990122459,True,Trees
76,48,3,0.0271535816811744,0.9591531317488766,0.0136932865699489,0.315834157443251,2.646705905326744,0.986306713430051,-0.6454337800565058,0.0068930344237522,1.1572181764832552,True,Terrain
72,66,3,0.0827934063252551,0.2002476286806888,0.716958964994056,1.233034975423803,3.73506336112431,0.2830410350059439,-0.8536229316066203,0.2721768806955238,1.1902476754723976,True,Trees
32,16,6,0.3695181589350912,0.6295085802060555,0.0009732608588532,0.1163350297999387,2.2334951733304584,0.9990267391411468,-0.2941479068030113,0.0005965600019918,1.1639375716237446,True,Buildings
