level_0,level_1,level_2,linearity,planarity,scattering,omnivariance,sum_of_eigenvalues,anisotropy,eigenentropy,change_of_curvature,residual,classification,processed
105,62,3,0.436728720757731,0.543869033249797,0.0194022459924721,0.29119101373516065,2.0767271211022944,0.9805977540075278,-0.03959053675620987,0.01225915874822912,1.1466406895294738,1,True
116,35,14,0.6190275891423738,0.13943151254184386,0.24154089831578235,0.38886977329688427,1.397540450687297,0.7584591016842177,0.820851844593639,0.14886836178794471,0.929898200537442,8,True
100,50,5,0.2146456094689962,0.6287276823069147,0.1566267082240891,0.7752992082712172,3.0274048816760932,0.8433732917759108,-0.5956779211953637,0.08065305492648445,1.2476986021218133,8,True
66,49,3,0.04450360125002414,0.9409524951264333,0.014543903623542586,0.33203845950648947,2.7207803789217913,0.9854560963764575,-0.7333928492850867,0.007382541162239162,1.1687946339256392,7,True
113,38,12,0.25049692960909137,0.17711932072048456,0.572383749670424,1.169146866017492,3.5993428132864027,0.4276162503295759,-0.7477662761859579,0.2465166453097419,1.2441328530531799,8,True
60,69,3,0.8576191288502217,0.05093892155863769,0.09144194959114062,0.028022487939183965,0.14696946571348235,0.9085580504088594,0.371813485776621,0.07411270731419047,0.3431598458816419,8,True
68,68,2,0.48498524581316826,0.2930287815923537,0.22198597259447808,0.7065291487470776,2.528609021649553,0.778014027405522,0.03435976117157458,0.1277984339165025,1.210488548103004,8,True
29,53,4,0.4396182354733812,0.5566533591421079,0.0037284053845108803,0.15909722203647636,1.9465290796215413,0.9962715946154891,0.004066060458658552,0.002383722998695624,1.1110084556334512,7,True
78,48,3,0.010763240391564316,0.9787280657136427,0.010508693894792986,0.29298515536273523,2.684544899431177,0.9894913061052071,-0.7119375011309867,0.0052550157703239,1.1613250195496434,7,True
72,69,4,0.7038819496971583,0.27472575567884866,0.021392294623992933,0.0766232621334513,0.545599445969442,0.978607705376007,0.6643042055404652,0.01623690827655772,0.6583506633238222,8,True
109,30,9,0.1044891432803734,0.6220196384215505,0.27349121829807604,0.7962111485508957,2.7602609496917747,0.7265087817019239,-0.08837979221105702,0.1260908052823527,1.1312212807910345,8,True
10,44,4,0.024926751869365344,0.9643043776208662,0.010768870509768463,0.28981239661377634,2.6282048386145673,0.9892311294902315,-0.6394216683438781,0.005422823097911388,1.154994972659615,7,True
35,14,4,0.7728520160564707,0.18066320184417262,0.04648478209935664,0.32522846863583765,1.8881053185620664,0.9535152179006434,-0.0327877347280594,0.03649779068089035,1.2204189169386066,5,True
113,19,15,0.7029917413139378,0.09455383863329413,0.20245442005276795,0.6389371744555284,2.4454674586315477,0.7975455799472321,-0.0807233707838354,0.1350179787222504,1.281250754882119,8,True
24,67,3,0.5771504119410723,0.16687919495374587,0.2559703931051819,0.7104006494181125,2.5025471203440293,0.7440296068948181,0.06343827003674218,0.152470423259848,1.2154747836236655,8,True
100,42,8,0.5325274959236415,0.43719835130756357,0.030274152768794985,0.2005948114031218,1.2420775085018656,0.969725847231205,0.6150886243817224,0.020213133262847217,0.9112242948419258,8,True
110,48,8,0.5684474532985964,0.3181094102359763,0.11344313646542728,0.629187026933923,2.6572743373433028,0.8865568635345727,-0.39257964860244265,0.07342618345243462,1.3094630947392467,8,True
67,64,2,0.7067709754329301,0.29028605663845564,0.0029429679286143494,0.08514388190195818,1.1591827724911272,0.9970570320713856,0.46653494550927616,0.0022705072672862497,0.9438563343465562,7,True
68,1,2,0.02129505468535473,0.9723678642692423,0.006337081045402963,0.25047143743486583,2.706123208780499,0.993662918954597,-0.7661206965929697,0.003192416564108321,1.1625889627586599,7,True
31,5,3,0.011167353246396004,0.9879050905224381,0.0009275562311658156,0.13062762954068677,2.6751497928912817,0.9990724437688342,-0.7681828533699325,0.0004661648322116509,1.1589703824572504,2,True
77,33,5,0.3635012839011156,0.4891959786429812,0.14730273745590325,0.04324783934451107,0.1698145161217619,0.8526972625440967,0.4536011137714807,0.08257798936218828,0.3037658274798093,8,True
72,69,1,0.6002142494671716,0.15922239357608278,0.24056335695674566,0.5778871248267309,2.068999456374774,0.7594366430432544,0.41429845015823025,0.1466537555075145,1.1221454955515042,8,True
94,66,1,0.34465655712495674,0.31651830150232513,0.33882514137271813,1.0197297675605241,3.3581397996306492,0.6611748586272819,-0.6662410074014513,0.1699079727005776,1.2944422633658668,8,True
92,64,3,0.46803240795313705,0.2000684758086815,0.33189911623818147,0.8778571009075378,2.916586897846006,0.6681008837618185,-0.2077177013055927,0.1780701993135356,1.249536472873357,8,True
89,26,6,0.5147393312381069,0.226802694413705,0.2584579743481881,0.46985332492878834,1.6367551112945562,0.7415420256518118,0.7612150837121974,0.14822229226568617,0.9723657476327802,8,True
113,19,14,0.2328601107080248,0.27462778333218135,0.4925121059597939,1.1769509797422504,3.6787711816566784,0.5074878940402061,-0.8939633785067479,0.21795927292995326,1.2766948028558243,8,True
4,9,4,0.22730065792919618,0.7454148494506855,0.027284492620118304,0.4121332725054476,2.6853288280573,0.9727155073798817,-0.6303474481138029,0.015158187587169842,1.22113140097002,1,True
12,29,5,0.0163296137316554,0.9805178530708178,0.003152533197526754,0.19518027534306825,2.659246925054426,0.9968474668024733,-0.7292076625283433,0.0015867207724653523,1.155013939885439,7,True
80,33,4,0.38708173250901134,0.5007364954692606,0.112181772021728,0.5859032899817184,2.4671673066617763,0.887818227978272,-0.10263567155827813,0.06502914002217264,1.1908830400465371,8,True
43,43,4,0.02364606096637674,0.9651481505278298,0.011205788505793377,0.3006036476902373,2.6913150079542865,0.9887942114942065,-0.7160112554034984,0.005637963151762014,1.163591840008062,7,True
31,25,5,0.1910098761094555,0.5295049024369655,0.279485221453579,0.3880213868619881,1.3302021954533836,0.720514778546421,0.9362084956165135,0.13382260991332293,0.7970146322286636,5,True
79,37,3,0.019403435171008107,0.9637600534135373,0.01683651141545462,0.3422744936673097,2.684927820950836,0.9831634885845455,-0.6759186443462593,0.00842907410300347,1.159225925837281,7,True
37,66,3,0.601760241054741,0.06532684592192523,0.3329129130233337,1.3052165979496564,4.43124952408431,0.6670870869766663,-2.2890929782185507,0.19230707863839613,1.598495361261327,8,True
38,3,3,0.0024342668774556494,0.988529176943148,0.009036556179396431,0.2806802887632088,2.7061906731251257,0.9909634438206036,-0.7487819779177544,0.004503411676331775,1.1611713575797051,7,True
109,39,7,0.24460558548600136,0.6915873267791532,0.06380708773484536,0.6530068528364386,3.264256774327688,0.9361929122651546,-1.2131104063417792,0.0350742277070291,1.3387715771994175,1,True
113,20,12,0.36293803446409095,0.5962781360398232,0.04078382949608593,0.21198734053689824,1.200896033667959,0.9592161705039141,0.7006160147032267,0.02430725732772613,0.8380125990122459,8,True
76,48,3,0.027153581681174457,0.9591531317488766,0.013693286569948946,0.315834157443251,2.646705905326744,0.986306713430051,-0.6454337800565058,0.006893034423752244,1.1572181764832552,7,True
72,66,3,0.08279340632525517,0.2002476286806888,0.716958964994056,1.233034975423803,3.7350633611243094,0.28304103500594396,-0.8536229316066203,0.2721768806955238,1.1902476754723976,8,True
32,16,6,0.36951815893509127,0.6295085802060555,0.0009732608588532126,0.11633502979993876,2.2334951733304584,0.9990267391411468,-0.2941479068030113,0.0005965600019918251,1.1639375716237446,5,True
100,5,10,0.17804017231103675,0.7640997791797048,0.0578600485092584,0.4842920570532667,2.5127375017900113,0.9421399514907416,-0.2933712842433659,0.030779570554533932,1.156943800528791,8,True
44,66,2,0.37555028409038904,0.6100498949689929,0.014399820940618065,0.26108150687367915,2.0576128903691555,0.985600179059382,-0.02236945862059435,0.008786542398696138,1.1205761306444562,8,True
35,67,2,0.3815370833314976,0.6051617170125319,0.013301199655970567,0.29879448092594224,2.415248332048456,0.9866988003440293,-0.4221940071825377,0.008151423065933907,1.215358445577096,8,True
19,9,4,0.09682408385622593,0.8404107397231486,0.06276517642062555,0.5389276103486538,2.7580612105748297,0.9372348235793745,-0.560956938944649,0.0319262752368403,1.1844456338748268,2,True
117,62,11,0.7714256445617883,0.21211982564908025,0.016454529789131523,0.23105845160531624,1.8498235013915094,0.9835454702108685,-0.13076745701061232,0.013216183161988977,1.2123889820988367,8,True
38,64,4,0.08135511864596472,0.5690805844426949,0.34956429691134033,1.075138508245368,3.561141888574863,0.6504357030886597,-0.9071595438385374,0.15411466467068588,1.2522122716471256,8,True
89,56,3,0.678607407105372,0.05728047470975961,0.2641121181848684,1.0592086062621742,3.821269257655067,0.7358878818151317,-1.6347715224829282,0.16657920745315652,1.5480201312985817,8,True
1,56,5,0.35498214670231404,0.29549851490677986,0.3495193383909061,1.1173457966836347,3.6616943514602456,0.6504806616090939,-1.0307812499188715,0.17523831585963062,1.3549593648840381,4,True
31,62,3,0.16058594644624455,0.3632679825764488,0.47614607097730666,1.1123581090213115,3.4967281808014903,0.5238539290226933,-0.6858319996449881,0.20562889554583852,1.2247047922215446,8,True
26,20,6,0.10030776244536416,0.34633597180407555,0.5533562657505603,1.1363789163005145,3.5171943579177936,0.4466437342494397,-0.6615032833323846,0.22557901525590604,1.1973308708236454,8,True
40,6,4,0.9125401613295251,0.08706274017034092,0.00039709850013399615,0.008286132517291775,0.27628333341250205,0.999602901499866,0.4335683147266367,0.0003650282372301672,0.46004554328811187,7,True
117,56,12,0.8114505699118807,0.15812079469254295,0.030428635395576307,0.2665452238017553,1.814948176998142,0.9695713646044236,-0.09583209923608507,0.024962414219899923,1.2149518987940928,8,True
103,44,6,0.5924110599312745,0.3641005463380857,0.043488393730639764,0.17676750810925576,0.9837718970289954,0.9565116062693603,0.7228023177776756,0.029969728502872977,0.8192490947728328,8,True
100,58,6,0.36567412724168147,0.4800977158014485,0.15422815695687012,0.13239172303131758,0.5138908287412243,0.8457718430431299,0.8066969031574022,0.08623063904948376,0.5440809401615438,8,True
117,61,14,0.33220933245177503,0.5649508764490858,0.10283979109913911,0.6411835656708091,2.772318582472384,0.8971602089008609,-0.4545307804342582,0.058080888983295484,1.2484516974606907,8,True
84,67,1,0.15856270581449636,0.7523049565503743,0.08913233763512932,0.5897719013251648,2.6999177247285844,0.9108676623648707,-0.4010457709423488,0.0461689317836584,1.1819814930501842,8,True
35,13,4,0.06761465365744669,0.9077733270394654,0.024612019303087884,0.4041569696761202,2.783296145533406,0.9753879806969121,-0.757836007070164,0.012576419230369293,1.1898389828516145,1,True
6,66,3,0.11586802766399358,0.8692151739877756,0.01491679834823084,0.30051564537343317,2.4154921684402253,0.9850832016517692,-0.3627686664383295,0.00785487902075113,1.1236339716116481,8,True
54,14,4,0.012480519389606112,0.9778206745671174,0.009698806043276489,0.286555295895432,2.694920704378786,0.9903011939567236,-0.7300316217674491,0.004856157240341911,1.1645018755324563,7,True
71,67,2,0.3020732074055375,0.27892190402890754,0.41900488856555496,1.20461419841329,3.8418921280248854,0.580995111434445,-1.1727521926899724,0.19793028386062625,1.3456389403232645,8,True
60,44,4,0.005437443223905613,0.9945095407185903,5.3016057504087194e-05,0.050653141728292446,2.6943401010752264,0.9999469839424959,-0.802163428514248,2.6579586676329473e-05,1.165235269162431,2,True
83,23,11,0.5576350663786263,0.44236493362137375,4.518692579436587e-20,7.651758429712436e-09,0.040666666707288676,1.0,0.1552969128474827,3.132835854579061e-20,0.13709956630699835,8,True
106,54,5,0.6706771085463853,0.31856331839239876,0.010759573061215916,0.19805459998147576,1.7409146172547245,0.989240426938784,0.08297972159981062,0.008029038022754337,1.148967757249037,1,True
33,32,5,0.07344567349675492,0.9199560655970489,0.006598260906196106,0.259926009641999,2.7479938122327145,0.9934017390938038,-0.8189554555236435,0.0034132126709347003,1.1940359008115395,7,True
111,62,9,0.6881688268469601,0.22900718594753694,0.08282398720550292,0.633479413328931,2.988872962750302,0.9171760127944971,-1.0573632139188445,0.05938671404923511,1.4655439931998335,8,True
53,65,5,0.5971341811638948,0.2906687623175176,0.1121970565185876,0.0923273105880656,0.3926873219121868,0.8878029434814123,0.6887508714368502,0.0740543896518625,0.5053591265873921,8,True
41,31,4,0.9758121101638032,0.02345269781836077,0.0007351920178359824,0.04216215181932595,1.6555709088593633,0.999264807982164,-0.6399059741746865,0.0007173143339752464,1.2118026943415867,7,True
100,55,6,0.5389587383457107,0.331258451540823,0.12978281011346635,0.022559537806665274,0.09175576536323538,0.8702171898865336,0.29764210726789014,0.08158212615506194,0.2372765762253581,8,True
94,42,4,0.48219600116266376,0.48234997674006946,0.03545402209726678,0.41554914956440275,2.446746819478783,0.9645459779027332,-0.3884706420235896,0.022825584429259162,1.2540006082397843,1,True
71,24,7,0.26869032906743767,0.39673830962361945,0.3345713613089429,0.7770871416611644,2.566719072269014,0.6654286386910571,0.18228954341377476,0.16195093332452404,1.114195517702446,8,True
93,64,4,0.4557722844692808,0.3704371345560305,0.17379058097468866,0.8856081738822548,3.3393897073379217,0.8262094190253113,-0.9847114678535527,0.1011575844845152,1.395090678209044,8,True
81,32,7,0.3759589143720197,0.4502791835793703,0.17376190204861003,0.8398859122438905,3.1664537283071437,0.82623809795139,-0.7384840103635313,0.09665236026399815,1.3257099055086674,8,True
69,23,5,0.6539681800022407,0.33299137387173816,0.013040446126021269,0.3931939598995184,3.233800514484755,0.9869595538739787,-1.7948198287358572,0.009595108701036196,1.5437350792391813,2,True
33,17,6,0.12499209124728168,0.7800353288106906,0.09497257994202764,0.6480701318537443,2.9255926726191963,0.9050274200579723,-0.6514491152153715,0.048209908923998436,1.2183379344140073,5,True
110,36,9,0.7030123371642529,0.2111892464206502,0.0857984164150968,0.6725827233857476,3.160541368846078,0.9142015835849032,-1.3069438519751246,0.06204749794818594,1.5086501656055036,8,True
101,12,9,0.5161425700130554,0.24358063234659558,0.24027679764034898,1.262372223760792,4.459458094205592,0.7597232023596511,-2.4430937346286044,0.13936084197516999,1.6075219533454086,8,True
20,16,5,0.8234710349574146,0.033214603640342594,0.14331436140224282,0.5018997676235665,2.256511127443186,0.8566856385977571,-0.21075773869443198,0.10858437401678493,1.3008746684618484,8,True
85,26,8,0.09059481940512702,0.5181284375650796,0.3912767430297933,1.0313387862597028,3.3484522610121044,0.6087232569702067,-0.5966004384122499,0.17006989928157767,1.2059734121374075,8,True
38,65,3,0.26880407859325955,0.3118089250996744,0.41938699630706605,1.0561218938014258,3.3681182513555767,0.5806130036929339,-0.5817199937070789,0.19501084699068408,1.2461327657469219,8,True
6,8,5,0.53989566236286,0.33550542270955674,0.12459891492758325,1.1303983361212664,4.645751005877832,0.8754010850724167,-3.18890230159898,0.0786260233428115,1.7117311713233145,8,True
75,19,5,0.072900165760049,0.8908384926449492,0.03626134159500187,0.48806234998770465,2.9690582290803937,0.9637386584049982,-0.9399515893432072,0.018469012243547658,1.2317970069191984,1,True
61,47,4,0.7957041643961855,0.20414417458289158,0.0001516610209229633,0.04445198279658113,1.7046472198566642,0.999848338979077,-0.13099387186702763,0.00012591750271221278,1.1886591281649816,2,True
96,13,7,0.4844341358727886,0.22896753910015047,0.28659832502706095,0.9433321219217116,3.2156816280718092,0.713401674972939,-0.6135172410748813,0.15903008546716105,1.3346263769806148,8,True
52,65,3,0.341224880421945,0.2836973855874098,0.3750777339906452,1.2617326911921485,4.08947346056355,0.6249222660093547,-1.5640246639034097,0.1844173403855225,1.4145876305790503,8,True
53,2,3,0.0186124477317236,0.9705696951173203,0.0108178571509562,0.29462624312828534,2.6706170283066917,0.9891821428490438,-0.6923107495960009,0.00543009124451169,1.1594648555210167,7,True
84,34,6,0.13502719384182188,0.5949583355102211,0.270014470647957,0.9647502841743943,3.344621998608382,0.729985529352043,-0.75099480491922,0.12647123174049496,1.2508256593655422,8,True
107,46,6,0.08085364251482291,0.7693507924572198,0.1497955650279574,0.7361038074224138,2.9493489250980627,0.8502044349720426,-0.5298139955652402,0.0724020154446875,1.1924521827394807,1,True
22,17,6,0.23227138670180691,0.516703633140815,0.251024980157378,1.1779416484175884,4.116854649167736,0.7489750198426219,-1.812309306404007,0.12434651805507863,1.425575188810727,8,True
92,62,5,0.4601651719079952,0.39175841997137756,0.14807640812062722,0.10671175533098055,0.41813155566132426,0.8519235918793728,0.7359876911389025,0.08772760376480693,0.501390859885372,8,True
93,1,5,0.4040566606753273,0.5948849980049224,0.0010583413197502124,0.12964444437976594,2.4142507585219004,0.9989416586802498,-0.5204342598901163,0.0006627052009883609,1.2301121747534591,1,True
22,16,4,0.7459193426203298,0.2489203215906624,0.005160335789007808,0.01183606057220567,0.13617566661158406,0.9948396642109922,0.34348288792706244,0.004097973157642089,0.32220401276965477,5,True
92,53,2,0.7429817360257747,0.25701826397422534,1.782176188898043e-22,7.719449045984859e-08,2.711999999872317,1.0,-1.3320094066848815,1.4177806639526964e-22,1.1993016167155617,8,True
4,15,4,0.7984595506658879,0.19985434824258466,0.0016861010915273625,0.11396022196968966,1.9649526173568734,0.9983138989084726,-0.4189629619028208,0.0014013163945982632,1.2758687302117062,1,True
61,40,4,0.01282777150169945,0.9868551648450459,0.0003170636532545561,0.09113142705348529,2.6676356077546464,0.9996829363467453,-0.7646042240155126,0.00015952974162256693,1.1584855450722191,2,True
63,23,4,0.9543885364451994,0.0450788494962737,0.0005326140585269083,0.04623954867432758,1.6702297284198857,0.9994673859414731,-0.5501645063712359,0.0005091211334312706,1.2634002509701237,2,True
16,31,5,0.011758783580333183,0.9853623293657306,0.002878887053936108,0.19134145813502965,2.6887102733065644,0.9971211129460639,-0.7690644862233247,0.0014458630842578276,1.155463083814325,7,True
106,67,3,0.044282517564536335,0.9475755714687946,0.008141910966669014,0.27309968734976475,2.7065307573943858,0.991858089033331,-0.754498046534349,0.00414587265973467,1.1736955902141573,1,True
103,54,4,0.26073517211925096,0.28353272467193313,0.45573210320881585,0.9565043463447196,3.0172940952470526,0.5442678967911841,-0.16074200862709487,0.2076231163487764,1.1671561268748618,8,True
3,28,4,0.02159320183036188,0.9669489542334434,0.011457843936194737,0.3026064654727297,2.6904666720077683,0.9885421560638054,-0.7134607535866162,0.005758102181296682,1.1626960321940272,7,True
92,17,5,0.019084177166193615,0.9806400204291847,0.0002758024046216569,0.08782513861787222,2.6903083813838617,0.9997241975953783,-0.7943840857086436,0.0001392103626465033,1.1591565879843047,1,True
12,9,5,0.21024261598578875,0.5239146632715175,0.2658427207426938,0.8891883098696693,3.075338223708325,0.7341572792573061,-0.43309153770668213,0.1293260883415514,1.2189685151000258,1,True
111,37,10,0.17016613160399122,0.3639401481918123,0.4658937202041965,1.0754225973636948,3.389015124571722,0.5341062797958035,-0.566169352414206,0.20293946133577204,1.211524943692581,8,True
10,3,3,0.7156822620811398,0.2791105649001114,0.005207173018748755,0.13688042032672132,1.5487063483273378,0.9947928269812513,0.17868597096575928,0.004038055391239118,1.094174885509585,8,True
18,56,5,0.5071420599445566,0.37283690873281905,0.12002103132262427,0.45522220919644063,1.8843671204020067,0.8799789686773758,0.411544267064963,0.07441415844121059,1.0827260764053104,8,True
112,45,12,0.36543762706892646,0.27173819048063785,0.36282418245043574,1.0045613855709328,3.2737719393667017,0.6371758175495643,-0.5416316368335867,0.18164945662264897,1.2793781959498403,8,True
14,8,6,0.3240726843176445,0.6090565156820973,0.06687080000025816,0.4946771610255414,2.4202307205963525,0.9331291999997419,-0.17589179040138644,0.03836979131347432,1.1764295733968468,5,True
18,12,7,0.20013638166775444,0.6391680739975156,0.16069554433472993,0.8848683059013898,3.437573552125072,0.83930445566527,-1.1020127145071024,0.0819641393102025,1.3221810621233328,8,True
1,3,4,0.726672888934601,0.25110589121483745,0.022221219850561483,0.00209649604077829,0.014886666641883827,0.9777787801494385,0.07153292587630955,0.017151980609516088,0.09785461195005582,5,True
0,66,4,0.5895337890400064,0.41008690862990105,0.00037930233009252057,0.04307639771817681,1.1297036496487378,0.9996206976699075,0.5461204837206977,0.0002688475290310057,0.898061269193818,1,True
33,60,3,0.03453925795063936,0.749702034870832,0.21575870717852869,0.7890129741746518,2.903237218346297,0.7842412928214714,-0.3445742907381266,0.09891655204839807,1.1589609767729963,7,True
99,55,4,0.7009497264336023,0.12648599966332236,0.17256427390307535,1.137698078453705,4.496998397135028,0.8274357260969246,-2.9937242901106216,0.11726187010029882,1.7460929918997425,8,True
110,57,10,0.8389939781833287,0.11589491229419945,0.04511110952247196,0.12318940089054563,0.767221832927316,0.9548888904775281,0.6230431416707285,0.03740193083269236,0.7936031372578194,8,True
107,20,10,0.46479573410930713,0.2153852561239902,0.31981900976670263,1.1598792540282246,3.8751411873747337,0.6801809902332974,-1.3942270579379554,0.17240700640446846,1.443661643453825,8,True
77,35,4,0.3743669882359207,0.6177735981661985,0.007859413597880881,0.25536452253419145,2.453057637957758,0.9921405864021191,-0.4996225405142193,0.0048114172284204745,1.2243878776941968,7,True
117,52,15,0.6729646668549226,0.3237696272463643,0.003265705898713031,0.13137920305933481,1.7098288379942195,0.996734294101287,0.06468549301046575,0.0024548623227870245,1.1232338614775452,8,True
8,2,4,0.36651798411954406,0.2536853633419287,0.37979665253852724,1.1193742429738784,3.623409293848665,0.6202033474614728,-0.9470616165725712,0.1886458434672531,1.3356765098713235,8,True
7,65,4,0.5924041520218181,0.16932050368786639,0.23827534429031558,1.189176447904603,4.258001963581357,0.7617246557096844,-2.2168085369358295,0.14477156256796844,1.6069750038829922,8,True
6,45,4,0.009118584442596103,0.9789681644144119,0.01191325114299197,0.30627769561680274,2.69402199410059,0.9880867488570081,-0.7155536491363599,0.005948313794253832,1.1558128240467072,7,True
